timestamp,residual
0.0,0.2644397269242571
1.0,0.24938270451473082
2.0,0.2664748086393153
3.0,0.26911689511222764
4.0,0.2507551604306488
5.0,0.25117730781797093
6.0,0.26773348361805455
7.0,0.27119730727130675
8.0,0.23000092908802253
9.0,0.2594510552113161
10.0,0.24604755363288816
11.0,0.24023200240981715
12.0,0.254590718521414
13.0,0.23754590608826873
14.0,0.21528209657449998
15.0,0.2373608907315963
16.0,0.24804498476947154
17.0,0.28239569543138315
18.0,0.23807410176133506
19.0,0.2312011900147112
20.0,0.2639889809521457
21.0,0.2514026563118555
22.0,0.2473431473397564
23.0,0.21976038275255358
24.0,0.25877263185230176
25.0,0.25148813686962473
26.0,0.22355975505806308
27.0,0.24751865444261315
28.0,0.24042914608895716
29.0,0.2540124564414849
30.0,0.25168053352219094
31.0,0.2952132278729063
32.0,0.2441038554006204
33.0,0.23429614311181635
34.0,0.26006028105913165
35.0,0.20872373608554975
36.0,0.25995136255803764
37.0,0.23064689094873078
38.0,0.23492107758705327
39.0,0.25860442486755086
40.0,0.2540299124306486
41.0,0.25707701624838225
42.0,0.2494131405045501
43.0,0.2447444563058803
44.0,0.23023217942108776
45.0,0.24041310509162495
46.0,0.23497773393390725
47.0,0.2763631815650406
48.0,0.24822521928802727
49.0,0.21087970480487944
50.0,0.2616434078349022
51.0,0.251114803025408
52.0,0.24309312811969988
53.0,0.2642423680670547
54.0,0.26716447567453333
55.0,0.2766326957270606
56.0,0.24367617985846016
57.0,0.23502248128362957
58.0,0.25787786015793224
59.0,0.2683808261921738
60.0,0.23402629215438606
61.0,0.26471753302463347
62.0,0.22713138917841214
63.0,0.24487132111653925
64.0,0.27114435287825084
65.0,0.2781093518063425
66.0,0.25974634685713965
67.0,0.26071173164538874
68.0,0.25036866631047183
69.0,0.23138787044481218
70.0,0.2580591630625624
71.0,0.25677772249890085
72.0,0.24851686380384613
73.0,0.27153364875487573
74.0,0.21350090269070646
75.0,0.25812239729100384
76.0,0.2529777856240557
77.0,0.23972454302802176
78.0,0.24429547736285376
79.0,0.22040830360115388
80.0,0.2433098003921022
81.0,0.2542421905433971
82.0,0.2917278254312556
83.0,0.24990354051021377
84.0,0.240570745264506
85.0,0.2457997677564657
86.0,0.2622662053330655
87.0,0.24922488600371756
88.0,0.2563021149423793
89.0,0.2515063262874186
90.0,0.2601544877409506
91.0,0.2602221234238307
92.0,0.23407036134767614
93.0,0.2493164369294088
94.0,0.24044482622581015
95.0,0.22331994301495836
96.0,0.24629622539874152
97.0,0.267193052575842
98.0,0.2548136489485157
99.0,0.23858868176650788
100.0,0.22634062088456583
101.0,0.25924901651877835
102.0,0.23138663457713743
103.0,0.2285044871965751
104.0,0.25253475931726
105.0,0.2520050312368309
106.0,0.28701883956363766
107.0,0.2526245731877022
108.0,0.25719168921925306
109.0,0.2465132933154516
110.0,0.23163257566819218
111.0,0.25158469031763153
112.0,0.24868831822010593
113.0,0.2963168236321938
114.0,0.24151763573318324
115.0,0.2548294288909271
116.0,0.2404267904000656
117.0,0.24240665150393595
118.0,0.27453110505679235
119.0,0.2494757563456647
120.0,0.24742986659055274
121.0,0.23040432617249346
122.0,0.2662440835344429
123.0,0.2386518553595809
