timestamp,residual
0.0,0.28025503744908326
1.0,0.2684282706935078
2.0,0.25249357627236774
3.0,0.22363257438093437
4.0,0.26717456160769537
5.0,0.26150230941305974
6.0,0.25200333230207955
7.0,0.2663334956152889
8.0,0.2583120080203376
9.0,0.23574911695053913
10.0,0.2794631064668778
11.0,0.2513530246312844
12.0,0.28911372022030796
13.0,0.25966007015738957
14.0,0.28236529580342923
15.0,0.2504451390192576
16.0,0.25298477429198823
17.0,0.2640803000911125
18.0,0.24765404460449775
19.0,0.26573314160761163
20.0,0.24315744927358185
21.0,0.2422865588463345
22.0,0.24343952590949092
23.0,0.289019290613323
24.0,0.3019458984219632
25.0,0.25591456937366097
26.0,0.24528615285641603
27.0,0.24041397741484108
28.0,0.2626159885937019
29.0,0.23723348842257208
30.0,0.2563805301920935
31.0,0.22266254081893544
32.0,0.2503504866841817
33.0,0.2662935197096275
34.0,0.23195338999222567
35.0,0.2627245140622746
36.0,0.22916835795045595
37.0,0.23834310747530554
38.0,0.2638420007350003
39.0,0.2735416655456596
40.0,0.27101147895545485
41.0,0.24242220223918287
42.0,0.2712712665749376
43.0,0.24798073661860592
44.0,0.2542594029698297
45.0,0.2704408068648695
46.0,0.25529234401876083
47.0,0.2216556932381779
48.0,0.26897277680049003
49.0,0.2717937558761476
50.0,0.24062697996512578
51.0,0.2646812897497506
52.0,0.2644845467478737
53.0,0.2552397295619512
54.0,0.2336082304637198
55.0,0.24254809521734855
56.0,0.25790574425887935
57.0,0.2627912724578873
58.0,0.26017063429624776
59.0,0.2395290200030489
60.0,0.2571657751404876
61.0,0.2093680637376426
62.0,0.2703145604917482
63.0,0.23191496657029154
64.0,0.24568541969531954
65.0,0.22667032019526404
66.0,0.2332867903472008
67.0,0.26203650383188903
68.0,0.2319432780224359
69.0,0.2493759468802913
70.0,0.24799533303546248
71.0,0.23388285472691828
72.0,0.24889515552176814
73.0,0.2127897196798781
74.0,0.28380877622963097
75.0,0.23001410435269207
76.0,0.21823050898448265
77.0,0.23532072192401907
78.0,0.2706867123406708
79.0,0.27522416066613653
80.0,0.23890414752115258
81.0,0.23829843687310293
82.0,0.25379280140752036
83.0,0.2998805711189486
84.0,0.2624914084640714
85.0,0.2625601821256981
86.0,0.2627970842577843
87.0,0.24567479706828693
88.0,0.2597568475767367
89.0,0.2355843087326146
90.0,0.2549064244497954
91.0,0.23838734274452528
92.0,0.26088712727025737
93.0,0.25506789891570325
94.0,0.2611701521149346
95.0,0.24917283490524733
96.0,0.24025524614444446
97.0,0.22013116920487105
98.0,0.27122939703170357
99.0,0.24850655009973646
100.0,0.27280905016190843
101.0,0.2078276103081239
102.0,0.27836226794578345
103.0,0.24006101749328182
104.0,0.27613274523382775
105.0,0.22144296836997684
106.0,0.259824847527115
107.0,0.22634477452613616
108.0,0.23782420377832017
109.0,0.28458164079711756
110.0,0.26430408332931127
111.0,0.2547350612096362
112.0,0.26320161658799146
113.0,0.25529035853415943
114.0,0.2467172009076582
115.0,0.2544158785356615
116.0,0.2875794070288161
117.0,0.2628055074590033
118.0,0.25400270740801495
119.0,0.25391220314540763
120.0,0.25221102319336663
121.0,0.27067904733157006
122.0,0.24940503045960594
123.0,0.24202483573238198
124.0,0.2713839881322268
125.0,0.21455408435372647
126.0,0.2740288053940011
127.0,0.22851728606233565
128.0,0.24376669209218824
129.0,0.2550878958343234
130.0,0.25999696807510075
131.0,0.25526103255634663
132.0,0.2840159324632713
133.0,0.24324788395068597
134.0,0.2516436555784145
135.0,0.25660390836752384
136.0,0.2657505056451991
137.0,0.22966879745701702
138.0,0.2579323325270365
139.0,0.2745252833640746
140.0,0.23854030994664058
141.0,0.2736985999065418
142.0,0.25458628964599905
143.0,0.2519459851766903
144.0,0.2442573751343265
145.0,0.23577134587170365
146.0,0.250370847129947
147.0,0.2417898057844987
